COORDINATES,ICE
"[94.0, 49.3062]",-10.0
"[94.0, 49.116]",-10.0
"[94.0, 48.9259]",-10.0
"[94.0, 48.736]",-10.0
"[94.0, 48.5463]",-10.0
"[94.0, 48.3567]",-10.0
"[94.0, 48.1673]",-10.0
"[94.0, 47.978]",-10.0
"[94.0, 47.7889]",-10.0
"[95.0, 47.6]",-10.0
"[95.0, 47.4113]",-10.0
"[95.0, 47.2228]",-10.0
"[95.0, 47.0344]",-10.0
"[95.0, 46.8462]",-10.0
"[95.0, 46.6582]",-10.0
"[95.0, 46.4704]",-10.0
"[95.0, 46.2827]",-10.0
"[95.0, 46.0953]",-10.0
"[95.0, 45.908]",-10.0
"[95.0, 45.721]",-10.0
"[95.0, 45.5341]",-10.0
"[95.0, 45.3474]",-10.0
"[95.0, 45.1609]",-10.0
"[96.0, 44.9746]",-10.0
"[96.0, 44.7885]",-10.0
"[96.0, 44.6026]",-10.0
"[96.0, 44.4169]",-10.0
"[96.0, 44.2314]",-10.0
"[96.0, 44.0461]",-10.0
"[96.0, 43.8611]",-10.0
"[96.0, 43.6762]",-10.0
"[96.0, 43.4915]",-10.0
"[96.0, 43.307]",-10.0
"[96.0, 43.1228]",-10.0
"[96.0, 42.9387]",-10.0
"[20.0, 78.7943]",12.637403
"[21.0, 78.7921]",12.637403
"[22.0, 78.7854]",21.855923
"[23.0, 78.7743]",12.637403
"[24.0, 78.7588]",13.164733
"[25.0, 78.7388]",16.270124
"[26.0, 78.7145]",7.539874
"[27.0, 78.6858]",6.905124
"[29.0, 78.6527]",6.905124
"[30.0, 78.6154]",6.905124
"[31.0, 78.5739]",6.905124
"[32.0, 78.5281]",6.905124
"[33.0, 78.4782]",6.905124
"[34.0, 78.4243]",6.905124
"[35.0, 78.3663]",6.905124
"[36.0, 78.3043]",6.905124
"[37.0, 78.2384]",15.820917
"[38.0, 78.1687]",15.947867
"[39.0, 78.0952]",21.367653
"[40.0, 78.0181]",21.904749
"[41.0, 77.9373]",21.904749
"[42.0, 77.8529]",21.406715
"[43.0, 77.7651]",21.904749
"[44.0, 77.6739]",21.904749
"[45.0, 77.5794]",21.904749
"[46.0, 77.4816]",21.904749
"[47.0, 77.3807]",21.904749
"[48.0, 77.2767]",21.904749
"[49.0, 77.1697]",21.904749
"[50.0, 77.0598]",21.904749
"[50.0, 76.947]",21.904749
"[51.0, 76.8314]",21.904749
"[52.0, 76.7132]",21.904749
"[53.0, 76.5923]",21.904749
"[54.0, 76.4689]",21.904749
"[54.0, 76.343]",21.904749
"[55.0, 76.2147]",21.904749
"[56.0, 76.0841]",21.904749
"[57.0, 75.9512]",21.904749
"[57.0, 75.8161]",21.904749
"[58.0, 75.6789]",21.904749
"[59.0, 75.5396]",-10.0
"[60.0, 75.3983]",-10.0
"[60.0, 75.255]",-10.0
"[61.0, 75.1099]",21.855923
"[61.0, 74.963]",13.692064
"[62.0, 74.8143]",13.164733
"[63.0, 74.6639]",13.164733
"[63.0, 74.5118]",13.164733
"[64.0, 74.3581]",15.830683
"[65.0, 74.2029]",15.830683
"[65.0, 74.0462]",15.830683
"[66.0, 73.888]",15.830683
"[66.0, 73.7285]",15.830683
"[67.0, 73.5675]",15.830683
"[67.0, 73.4053]",21.904749
"[68.0, 73.2417]",21.904749
"[68.0, 73.077]",21.904749
"[69.0, 72.911]",21.904749
"[69.0, 72.7439]",0.0
"[70.0, 72.5757]",-10.0
"[70.0, 72.4064]",-10.0
"[71.0, 72.2361]",-10.0
"[71.0, 72.0648]",-10.0
"[72.0, 71.8925]",-10.0
"[72.0, 71.7192]",11.426496
"[72.0, 71.5451]",11.426496
"[73.0, 71.37]",10.098404
"[73.0, 71.1941]",10.987054
"[74.0, 71.0174]",0.0
"[74.0, 70.8399]",0.0
"[74.0, 70.6617]",-10.0
"[75.0, 70.4827]",-10.0
"[75.0, 70.3029]",-10.0
"[75.0, 70.1225]",-10.0
"[76.0, 69.9415]",-10.0
"[76.0, 69.7598]",-10.0
"[77.0, 69.5774]",-10.0
"[77.0, 69.3945]",-10.0
"[77.0, 69.211]",-10.0
"[77.0, 69.0269]",-10.0
"[78.0, 68.8423]",-10.0
"[78.0, 68.6572]",-10.0
"[78.0, 68.4716]",-10.0
"[79.0, 68.2854]",-10.0
"[79.0, 68.0989]",-10.0
"[79.0, 67.9119]",-10.0
"[80.0, 67.7244]",-10.0
"[80.0, 67.5366]",-10.0
"[80.0, 67.3483]",-10.0
"[80.0, 67.1596]",-10.0
"[81.0, 66.9706]",-10.0
"[81.0, 66.7813]",-10.0
"[81.0, 66.5916]",-10.0
"[81.0, 66.4015]",-10.0
"[82.0, 66.2112]",-10.0
"[82.0, 66.0205]",-10.0
"[82.0, 65.8296]",-10.0
"[82.0, 65.6384]",-10.0
"[83.0, 65.4469]",-10.0
"[83.0, 65.2551]",-10.0
"[83.0, 65.0631]",-10.0
"[83.0, 64.8709]",-10.0
"[84.0, 64.6785]",-10.0
"[84.0, 64.4858]",-10.0
"[84.0, 64.293]",-10.0
"[84.0, 64.1]",-10.0
"[84.0, 63.9067]",-10.0
"[85.0, 63.7133]",-10.0
"[85.0, 63.5198]",-10.0
"[85.0, 63.3261]",-10.0
"[85.0, 63.1322]",-10.0
"[85.0, 62.9382]",-10.0
"[86.0, 62.7441]",-10.0
"[86.0, 62.5499]",-10.0
"[86.0, 62.3555]",-10.0
"[86.0, 62.161]",-10.0
"[86.0, 61.9664]",-10.0
"[87.0, 61.7718]",-10.0
"[87.0, 61.577]",-10.0
"[87.0, 61.3822]",-10.0
"[87.0, 61.1873]",-10.0
"[87.0, 60.9924]",-10.0
"[87.0, 60.7974]",-10.0
"[88.0, 60.6023]",-10.0
"[88.0, 60.4072]",-10.0
"[88.0, 60.212]",-10.0
"[88.0, 60.0168]",-10.0
"[88.0, 59.8216]",-10.0
"[88.0, 59.6264]",-10.0
"[88.0, 59.4311]",-10.0
"[89.0, 59.2359]",-10.0
"[89.0, 59.0406]",-10.0
"[89.0, 58.8453]",-10.0
"[89.0, 58.65]",-10.0
"[89.0, 58.4548]",-10.0
"[89.0, 58.2595]",-10.0
"[89.0, 58.0643]",-10.0
"[90.0, 57.8691]",-10.0
"[90.0, 57.6739]",-10.0
"[90.0, 57.4788]",-10.0
"[90.0, 57.2836]",-10.0
"[90.0, 57.0886]",-10.0
"[90.0, 56.8935]",-10.0
"[90.0, 56.6986]",-10.0
"[90.0, 56.5036]",-10.0
"[91.0, 56.3088]",-10.0
"[91.0, 56.114]",-10.0
"[91.0, 55.9192]",-10.0
"[91.0, 55.7245]",-10.0
"[91.0, 55.5299]",-10.0
"[91.0, 55.3354]",-10.0
"[91.0, 55.1409]",-10.0
"[91.0, 54.9466]",-10.0
"[92.0, 54.7523]",-10.0
"[92.0, 54.5581]",-10.0
"[92.0, 54.364]",-10.0
"[92.0, 54.17]",-10.0
"[92.0, 53.9761]",-10.0
"[92.0, 53.7823]",-10.0
"[92.0, 53.5886]",-10.0
"[92.0, 53.395]",-10.0
"[92.0, 53.2015]",-10.0
"[92.0, 53.0081]",-10.0
"[93.0, 52.8149]",-10.0
"[93.0, 52.6217]",-10.0
"[93.0, 52.4287]",-10.0
"[93.0, 52.2358]",-10.0
"[93.0, 52.0431]",-10.0
"[93.0, 51.8504]",-10.0
"[93.0, 51.6579]",-10.0
"[93.0, 51.4656]",-10.0
"[93.0, 51.2733]",-10.0
"[93.0, 51.0813]",-10.0
"[93.0, 50.8893]",-10.0
"[94.0, 50.6975]",-10.0
"[94.0, 50.5058]",-10.0
"[94.0, 50.3143]",-10.0
"[94.0, 50.123]",-10.0
"[94.0, 49.9318]",-10.0
"[94.0, 49.7407]",-10.0
"[94.0, 49.5498]",-10.0
"[94.0, 49.3591]",-10.0
"[94.0, 49.1685]",-10.0
"[94.0, 48.9781]",-10.0
"[94.0, 48.7879]",-10.0
"[94.0, 48.5978]",-10.0
"[95.0, 48.4079]",-10.0
"[95.0, 48.2182]",-10.0
"[95.0, 48.0286]",-10.0
"[95.0, 47.8392]",-10.0
"[95.0, 47.65]",-10.0
"[95.0, 47.461]",-10.0
"[95.0, 47.2721]",-10.0
"[95.0, 47.0834]",-10.0
"[95.0, 46.895]",-10.0
"[95.0, 46.7066]",-10.0
"[95.0, 46.5185]",-10.0
"[95.0, 46.3306]",-10.0
"[95.0, 46.1429]",-10.0
"[95.0, 45.9553]",-10.0
"[96.0, 45.768]",-10.0
"[96.0, 45.5808]",-10.0
"[96.0, 45.3938]",-10.0
"[96.0, 45.2071]",-10.0
"[96.0, 45.0205]",-10.0
"[96.0, 44.8341]",-10.0
"[96.0, 44.648]",-10.0
"[96.0, 44.462]",-10.0
"[96.0, 44.2763]",-10.0
"[96.0, 44.0907]",-10.0
"[96.0, 43.9054]",-10.0
"[96.0, 43.7202]",-10.0
"[96.0, 43.5353]",-10.0
"[96.0, 43.3506]",-10.0
"[96.0, 43.1661]",-10.0
"[96.0, 42.9818]",-10.0
"[20.0, 79.0171]",0.0
"[21.0, 79.0148]",21.855923
"[22.0, 79.008]",19.268097
"[23.0, 78.9966]",16.270124
"[24.0, 78.9808]",16.270124
"[25.0, 78.9604]",16.270124
"[26.0, 78.9355]",7.539874
"[28.0, 78.9062]",12.637403
"[29.0, 78.8726]",7.539874
"[30.0, 78.8345]",7.539874
"[31.0, 78.7921]",6.905124
"[32.0, 78.7455]",6.905124
"[33.0, 78.6946]",6.905124
"[34.0, 78.6395]",6.905124
"[35.0, 78.5804]",6.905124
"[37.0, 78.5173]",15.820917
"[38.0, 78.4501]",21.367653
"[39.0, 78.3791]",21.367653
"[40.0, 78.3043]",21.367653
"[41.0, 78.2257]",21.367653
"[42.0, 78.1435]",21.367653
"[43.0, 78.0576]",21.406715
"[44.0, 77.9683]",21.406715
"[45.0, 77.8755]",21.406715
"[46.0, 77.7794]",21.904749
"[47.0, 77.68]",21.904749
"[47.0, 77.5774]",21.904749
"[48.0, 77.4717]",21.904749
"[49.0, 77.363]",21.904749
"[50.0, 77.2513]",21.904749
"[51.0, 77.1368]",21.904749
"[52.0, 77.0195]",21.904749
"[53.0, 76.8995]",21.904749
"[53.0, 76.7769]",21.904749
"[54.0, 76.6517]",21.904749
"[55.0, 76.524]",21.904749
"[56.0, 76.394]",21.904749
"[57.0, 76.2615]",21.904749
"[57.0, 76.1269]",21.904749
"[58.0, 75.99]",21.904749
"[59.0, 75.851]",21.904749
"[59.0, 75.71]",-10.0
"[60.0, 75.567]",-10.0
"[61.0, 75.422]",21.855923
"[61.0, 75.2752]",0.0
"[62.0, 75.1265]",13.692064
"[63.0, 74.9761]",13.692064
"[63.0, 74.824]",13.692064
"[64.0, 74.6703]",15.830683
"[65.0, 74.515]",15.830683
"[65.0, 74.3581]",15.830683
"[66.0, 74.1998]",15.830683
"[66.0, 74.04]",15.830683
"[67.0, 73.8789]",15.830683
"[67.0, 73.7164]",21.904749
"[68.0, 73.5526]",21.904749
"[68.0, 73.3875]",21.904749
"[69.0, 73.2212]",21.904749
"[69.0, 73.0538]",21.904749
"[70.0, 72.8852]",21.904749
"[70.0, 72.7155]",21.904749
"[71.0, 72.5448]",-10.0
"[71.0, 72.3731]",-10.0
"[72.0, 72.2003]",-10.0
"[72.0, 72.0266]",10.098404
"[72.0, 71.852]",11.426496
"[73.0, 71.6765]",11.426496
"[73.0, 71.5001]",0.0
"[74.0, 71.3229]",-10.0
"[74.0, 71.1449]",-10.0
"[75.0, 70.9662]",-10.0
"[75.0, 70.7866]",-10.0
"[75.0, 70.6064]",-10.0
"[76.0, 70.4255]",-10.0
"[76.0, 70.2438]",-10.0
"[76.0, 70.0616]",-10.0
"[77.0, 69.8787]",-10.0
"[77.0, 69.6952]",-10.0
"[77.0, 69.5111]",-10.0
"[78.0, 69.3265]",-10.0
"[78.0, 69.1413]",-10.0
"[78.0, 68.9556]",-10.0
"[79.0, 68.7694]",-10.0
"[79.0, 68.5827]",-10.0
"[79.0, 68.3956]",-10.0
"[80.0, 68.208]",-10.0
"[80.0, 68.0199]",-10.0
"[80.0, 67.8315]",-10.0
"[80.0, 67.6426]",-10.0
"[81.0, 67.4534]",-10.0
"[81.0, 67.2638]",-10.0
"[81.0, 67.0738]",-10.0
"[81.0, 66.8835]",-10.0
"[82.0, 66.6929]",-10.0
"[82.0, 66.5019]",-10.0
"[82.0, 66.3107]",-10.0
"[82.0, 66.1191]",-10.0
"[83.0, 65.9273]",-10.0
"[83.0, 65.7352]",-10.0
"[83.0, 65.5429]",-10.0
"[83.0, 65.3503]",-10.0
"[84.0, 65.1575]",-10.0
"[84.0, 64.9645]",-10.0
"[84.0, 64.7712]",-10.0
"[84.0, 64.5778]",-10.0
"[84.0, 64.3841]",-10.0
"[85.0, 64.1903]",-10.0
"[85.0, 63.9963]",-10.0
"[85.0, 63.8022]",-10.0
"[85.0, 63.6079]",-10.0
"[85.0, 63.4134]",-10.0
"[86.0, 63.2189]",-10.0
"[86.0, 63.0241]",-10.0
"[86.0, 62.8293]",-10.0
"[86.0, 62.6344]",-10.0
"[86.0, 62.4393]",-10.0
"[87.0, 62.2442]",-10.0
"[87.0, 62.0489]",-10.0
"[87.0, 61.8536]",-10.0
"[87.0, 61.6582]",-10.0
"[87.0, 61.4627]",-10.0
"[87.0, 61.2672]",-10.0
"[88.0, 61.0716]",-10.0
"[88.0, 60.876]",-10.0
"[88.0, 60.6803]",-10.0
"[88.0, 60.4846]",-10.0
"[88.0, 60.2888]",-10.0
"[88.0, 60.093]",-10.0
"[89.0, 59.8972]",-10.0
"[89.0, 59.7014]",-10.0
"[89.0, 59.5056]",-10.0
"[89.0, 59.3097]",-10.0
"[89.0, 59.1139]",-10.0
"[89.0, 58.9181]",-10.0
"[89.0, 58.7223]",-10.0
"[90.0, 58.5265]",-10.0
"[90.0, 58.3307]",-10.0
"[90.0, 58.1349]",-10.0
"[90.0, 57.9392]",-10.0
"[90.0, 57.7435]",-10.0
"[90.0, 57.5478]",-10.0
"[90.0, 57.3522]",-10.0
"[90.0, 57.1566]",-10.0
"[91.0, 56.9611]",-10.0
"[91.0, 56.7657]",-10.0
"[91.0, 56.5703]",-10.0
"[91.0, 56.3749]",-10.0
"[91.0, 56.1796]",-10.0
"[91.0, 55.9844]",-10.0
"[91.0, 55.7893]",-10.0
"[91.0, 55.5942]",-10.0
"[92.0, 55.3992]",-10.0
"[92.0, 55.2043]",-10.0
"[92.0, 55.0095]",-10.0
"[92.0, 54.8148]",-10.0
"[92.0, 54.6202]",-10.0
"[92.0, 54.4256]",-10.0
"[92.0, 54.2312]",-10.0
"[92.0, 54.0369]",-10.0
"[92.0, 53.8427]",-10.0
"[92.0, 53.6485]",-10.0
"[93.0, 53.4546]",-10.0
"[93.0, 53.2607]",-10.0
"[93.0, 53.0669]",-10.0
"[93.0, 52.8732]",-10.0
"[93.0, 52.6797]",-10.0
"[93.0, 52.4863]",-10.0
"[93.0, 52.293]",-10.0
"[93.0, 52.0999]",-10.0
"[93.0, 51.9069]",-10.0
"[93.0, 51.714]",-10.0
"[94.0, 51.5213]",-10.0
"[94.0, 51.3287]",-10.0
"[94.0, 51.1362]",-10.0
"[94.0, 50.9439]",-10.0
"[94.0, 50.7518]",-10.0
"[94.0, 50.5598]",-10.0
"[94.0, 50.3679]",-10.0
"[94.0, 50.1762]",-10.0
"[94.0, 49.9847]",-10.0
"[94.0, 49.7933]",-10.0
"[94.0, 49.6021]",-10.0
"[94.0, 49.411]",-10.0
"[95.0, 49.2201]",-10.0
"[95.0, 49.0294]",-10.0
"[95.0, 48.8388]",-10.0
"[95.0, 48.6484]",-10.0
"[95.0, 48.4582]",-10.0
"[95.0, 48.2681]",-10.0
"[95.0, 48.0783]",-10.0
"[95.0, 47.8886]",-10.0
"[95.0, 47.699]",-10.0
"[95.0, 47.5097]",-10.0
"[95.0, 47.3206]",-10.0
"[95.0, 47.1316]",-10.0
"[95.0, 46.9428]",-10.0
"[95.0, 46.7542]",-10.0
"[96.0, 46.5658]",-10.0
"[96.0, 46.3776]",-10.0
"[96.0, 46.1896]",-10.0
"[96.0, 46.0018]",-10.0
"[96.0, 45.8141]",-10.0
"[96.0, 45.6267]",-10.0
"[96.0, 45.4394]",-10.0
"[96.0, 45.2524]",-10.0
"[96.0, 45.0656]",-10.0
"[96.0, 44.8789]",-10.0
"[96.0, 44.6925]",-10.0
"[96.0, 44.5063]",-10.0
"[96.0, 44.3203]",-10.0
"[96.0, 44.1345]",-10.0
"[96.0, 43.9488]",-10.0
"[96.0, 43.7635]",-10.0
"[97.0, 43.5783]",-10.0
"[97.0, 43.3933]",-10.0
"[97.0, 43.2086]",-10.0
"[97.0, 43.024]",-10.0
"[20.0, 79.2399]",0.0
"[21.0, 79.2376]",12.637403
"[22.0, 79.2306]",12.637403
"[23.0, 79.219]",16.270124
"[24.0, 79.2028]",16.270124
"[25.0, 79.182]",7.539874
"[27.0, 79.1566]",7.539874
"[28.0, 79.1267]",7.539874
"[29.0, 79.0923]",8.741015
"[30.0, 79.0535]",8.741015
"[31.0, 79.0102]",6.905124
"[32.0, 78.9626]",6.905124
"[34.0, 78.9108]",6.905124
"[35.0, 78.8546]",6.905124
"[36.0, 78.7943]",15.820917
"[37.0, 78.7299]",15.820917
"[38.0, 78.6615]",15.820917
"[39.0, 78.5892]",15.947867
"[40.0, 78.5129]",21.367653
"[41.0, 78.4329]",21.367653
"[42.0, 78.3491]",21.367653
"[43.0, 78.2617]",21.367653
"[44.0, 78.1708]",21.367653
"[45.0, 78.0764]",21.367653
"[46.0, 77.9786]",21.904749
"[47.0, 77.8775]",21.904749
"[48.0, 77.7733]",21.904749
"[49.0, 77.6658]",21.904749
"[50.0, 77.5554]",21.904749
"[51.0, 77.442]",21.904749
"[52.0, 77.3257]",21.904749
"[52.0, 77.2066]",21.904749
"[53.0, 77.0848]",21.904749
"[54.0, 76.9603]",21.904749
"[55.0, 76.8333]",21.904749
"[56.0, 76.7039]",21.904749
"[56.0, 76.572]",21.904749
"[57.0, 76.4378]",21.904749
"[58.0, 76.3013]",21.904749
"[59.0, 76.1627]",21.904749
"[59.0, 76.0219]",21.904749
"[60.0, 75.8791]",0.0
"[61.0, 75.7343]",-10.0
"[61.0, 75.5876]",-10.0
"[62.0, 75.439]",0.0
"[63.0, 75.2886]",13.164733
"[63.0, 75.1365]",13.692064
"[64.0, 74.9827]",13.164733
"[65.0, 74.8273]",15.830683
"[65.0, 74.6703]",15.830683
"[66.0, 74.5118]",15.830683
"[66.0, 74.3518]",15.830683
"[67.0, 74.1905]",15.830683
"[67.0, 74.0277]",15.830683
"[68.0, 73.8636]",15.830683
"[68.0, 73.6982]",21.904749
"[69.0, 73.5316]",21.904749
"[69.0, 73.3639]",21.904749
"[70.0, 73.1949]",21.904749
"[70.0, 73.0248]",21.904749
"[71.0, 72.8537]",12.110072
"[71.0, 72.6815]",-10.0
"[72.0, 72.5084]",-10.0
"[72.0, 72.3342]",10.098404
"[73.0, 72.1591]",10.098404
"[73.0, 71.9831]",11.426496
"[73.0, 71.8063]",11.426496
"[74.0, 71.6286]",0.0
"[74.0, 71.4501]",-10.0
"[75.0, 71.2708]",10.098404
"[75.0, 71.0907]",10.098404
"[75.0, 70.91]",-10.0
"[76.0, 70.7285]",-10.0
"[76.0, 70.5463]",-10.0
"[77.0, 70.3635]",-10.0
"[77.0, 70.18]",-10.0
"[77.0, 69.996]",-10.0
"[78.0, 69.8113]",-10.0
"[78.0, 69.6261]",-10.0
"[78.0, 69.4404]",-10.0
"[79.0, 69.2541]",-10.0
"[79.0, 69.0673]",-10.0
"[79.0, 68.88]",-10.0
"[79.0, 68.6923]",-10.0
"[80.0, 68.5041]",-10.0
"[80.0, 68.3154]",-10.0
"[80.0, 68.1264]",-10.0
"[81.0, 67.9369]",-10.0
"[81.0, 67.7471]",-10.0
"[81.0, 67.5569]",-10.0
"[81.0, 67.3663]",-10.0
"[82.0, 67.1754]",-10.0
"[82.0, 66.9842]",-10.0
"[82.0, 66.7926]",-10.0
"[82.0, 66.6007]",-10.0
"[83.0, 66.4086]",-10.0
"[83.0, 66.2162]",-10.0
"[83.0, 66.0235]",-10.0
"[83.0, 65.8306]",-10.0
"[84.0, 65.6374]",-10.0
"[84.0, 65.444]",-10.0
"[84.0, 65.2503]",-10.0
"[84.0, 65.0565]",-10.0
"[85.0, 64.8624]",-10.0
"[85.0, 64.6682]",-10.0
"[85.0, 64.4738]",-10.0
"[85.0, 64.2792]",-10.0
"[85.0, 64.0845]",-10.0
"[86.0, 63.8896]",-10.0
"[86.0, 63.6945]",-10.0
"[86.0, 63.4994]",-10.0
"[86.0, 63.3041]",-10.0
"[86.0, 63.1086]",-10.0
"[86.0, 62.9131]",-10.0
"[87.0, 62.7175]",-10.0
"[87.0, 62.5217]",-10.0
"[87.0, 62.3259]",-10.0
"[87.0, 62.13]",-10.0
"[87.0, 61.934]",-10.0
"[88.0, 61.738]",-10.0
"[88.0, 61.5419]",-10.0
"[88.0, 61.3457]",-10.0
"[88.0, 61.1495]",-10.0
"[88.0, 60.9532]",-10.0
"[88.0, 60.757]",-10.0
"[88.0, 60.5606]",-10.0
"[89.0, 60.3643]",-10.0
"[89.0, 60.1679]",-10.0
"[89.0, 59.9715]",-10.0
"[89.0, 59.7751]",-10.0
"[89.0, 59.5787]",-10.0
"[89.0, 59.3824]",-10.0
"[90.0, 59.186]",-10.0
"[90.0, 58.9896]",-10.0
"[90.0, 58.7932]",-10.0
"[90.0, 58.5969]",-10.0
"[90.0, 58.4006]",-10.0
"[90.0, 58.2043]",-10.0
"[90.0, 58.0081]",-10.0
"[90.0, 57.8119]",-10.0
"[91.0, 57.6157]",-10.0
"[91.0, 57.4196]",-10.0
"[91.0, 57.2235]",-10.0
"[91.0, 57.0275]",-10.0
"[91.0, 56.8316]",-10.0
"[91.0, 56.6357]",-10.0
"[91.0, 56.4399]",-10.0
"[91.0, 56.2441]",-10.0
"[92.0, 56.0485]",-10.0
"[92.0, 55.8529]",-10.0
"[92.0, 55.6573]",-10.0
"[92.0, 55.4619]",-10.0
"[92.0, 55.2666]",-10.0
"[92.0, 55.0713]",-10.0
"[92.0, 54.8762]",-10.0
"[92.0, 54.6811]",-10.0
"[92.0, 54.4862]",-10.0
"[92.0, 54.2913]",-10.0
"[93.0, 54.0966]",-10.0
"[93.0, 53.902]",-10.0
"[93.0, 53.7074]",-10.0
"[93.0, 53.513]",-10.0
"[93.0, 53.3188]",-10.0
"[93.0, 53.1246]",-10.0
"[93.0, 52.9306]",-10.0
"[93.0, 52.7366]",-10.0
"[93.0, 52.5429]",-10.0
"[93.0, 52.3492]",-10.0
"[94.0, 52.1557]",-10.0
"[94.0, 51.9623]",-10.0
"[94.0, 51.7691]",-10.0
"[94.0, 51.576]",-10.0
"[94.0, 51.383]",-10.0
"[94.0, 51.1902]",-10.0
"[94.0, 50.9976]",-10.0
"[94.0, 50.8051]",-10.0
"[94.0, 50.6127]",-10.0
"[94.0, 50.4205]",-10.0
"[94.0, 50.2285]",-10.0
"[94.0, 50.0366]",-10.0
"[95.0, 49.8449]",-10.0
"[95.0, 49.6533]",-10.0
"[95.0, 49.4619]",-10.0
"[95.0, 49.2707]",-10.0
"[95.0, 49.0797]",-10.0
"[95.0, 48.8888]",-10.0
"[95.0, 48.6981]",-10.0
"[95.0, 48.5075]",-10.0
"[95.0, 48.3172]",-10.0
"[95.0, 48.127]",-10.0
"[95.0, 47.937]",-10.0
"[95.0, 47.7472]",-10.0
"[95.0, 47.5576]",-10.0
"[96.0, 47.3681]",-10.0
"[96.0, 47.1788]",-10.0
"[96.0, 46.9898]",-10.0
"[96.0, 46.8009]",-10.0
"[96.0, 46.6122]",-10.0
"[96.0, 46.4237]",-10.0
"[96.0, 46.2354]",-10.0
"[96.0, 46.0473]",-10.0
"[96.0, 45.8594]",-10.0
"[96.0, 45.6717]",-10.0
"[96.0, 45.4842]",-10.0
"[96.0, 45.2969]",-10.0
"[96.0, 45.1098]",-10.0
"[96.0, 44.9229]",-10.0
"[96.0, 44.7362]",-10.0
"[97.0, 44.5497]",-10.0
"[97.0, 44.3634]",-10.0
"[97.0, 44.1774]",-10.0
"[97.0, 43.9915]",-10.0
"[97.0, 43.8059]",-10.0
"[97.0, 43.6204]",-10.0
"[97.0, 43.4352]",-10.0
"[97.0, 43.2502]",-10.0
"[97.0, 43.0655]",-10.0
"[20.0, 79.4628]",12.637403
"[21.0, 79.4604]",12.637403
"[22.0, 79.4533]",16.270124
"[23.0, 79.4415]",0.0
"[24.0, 79.4249]",12.481156
"[26.0, 79.4036]",7.539874
"[27.0, 79.3777]",7.539874
"[28.0, 79.3472]",7.539874
"[29.0, 79.3121]",7.539874
"[30.0, 79.2724]",7.539874
"[32.0, 79.2283]",6.905124
"[33.0, 79.1797]",6.905124
"[34.0, 79.1267]",6.905124
"[35.0, 79.0695]",15.820917
"[36.0, 79.008]",15.820917
"[37.0, 78.9423]",21.367653
"[38.0, 78.8726]",21.367653
"[39.0, 78.7988]",21.367653
"[40.0, 78.7211]",21.367653
"[42.0, 78.6395]",21.367653
"[43.0, 78.5542]",21.367653
"[44.0, 78.4653]",21.367653
"[45.0, 78.3727]",21.367653
"[46.0, 78.2766]",21.367653
"[47.0, 78.1771]",21.904749
"[48.0, 78.0743]",21.904749
"[48.0, 77.9683]",21.904749
"[49.0, 77.8591]",21.904749
"[50.0, 77.7468]",21.904749
"[51.0, 77.6316]",21.904749
"[52.0, 77.5135]",21.904749
"[53.0, 77.3925]",21.904749
"[54.0, 77.2689]",21.904749
"[55.0, 77.1426]",21.904749
"[55.0, 77.0138]",21.904749
"[56.0, 76.8825]",21.904749
"[57.0, 76.7487]",21.904749
"[58.0, 76.6127]",21.904749
"[58.0, 76.4744]",21.904749
"[59.0, 76.3339]",21.904749
"[60.0, 76.1914]",21.904749
"[61.0, 76.0467]",21.904749
"[61.0, 75.9001]",-10.0
"[62.0, 75.7516]",-10.0
"[63.0, 75.6013]",21.855923
"[63.0, 75.4492]",13.164733
"[64.0, 75.2953]",13.945964
"[65.0, 75.1398]",13.692064
"[65.0, 74.9827]",15.830683
"[66.0, 74.824]",15.830683
"[66.0, 74.6639]",15.830683
"[67.0, 74.5023]",15.830683
"[67.0, 74.3392]",15.830683
"[68.0, 74.1749]",15.830683
"[68.0, 74.0092]",15.830683
"[69.0, 73.8423]",21.904749
"[69.0, 73.6741]",21.904749
"[70.0, 73.5048]",21.904749
"[70.0, 73.3343]",0.0
"[71.0, 73.1628]",11.826877
"[71.0, 72.9902]",12.110072
"[72.0, 72.8166]",13.819014
"[72.0, 72.642]",21.904749
"[73.0, 72.4664]",10.098404
"[73.0, 72.2899]",10.098404
"[74.0, 72.1126]",11.426496
"[74.0, 71.9344]",11.426496
"[74.0, 71.7553]",10.098404
"[75.0, 71.5755]",10.987054
"[75.0, 71.3949]",10.098404
"[76.0, 71.2136]",10.098404
"[76.0, 71.0315]",10.098404
"[76.0, 70.8488]",-10.0
"[77.0, 70.6654]",-10.0
"[77.0, 70.4814]",-10.0
"[77.0, 70.2968]",-10.0
"[78.0, 70.1116]",-10.0
"[78.0, 69.9258]",-10.0
"[78.0, 69.7394]",-10.0
"[79.0, 69.5525]",-10.0
"[79.0, 69.3652]",-10.0
"[79.0, 69.1773]",-10.0
"[80.0, 68.9889]",-10.0
"[80.0, 68.8001]",-10.0
"[80.0, 68.6109]",-10.0
"[81.0, 68.4212]",-10.0
"[81.0, 68.2312]",-10.0
"[81.0, 68.0407]",-10.0
"[81.0, 67.8499]",-10.0
"[82.0, 67.6587]",-10.0
"[82.0, 67.4672]",-10.0
"[82.0, 67.2754]",-10.0
"[82.0, 67.0832]",-10.0
"[83.0, 66.8907]",-10.0
"[83.0, 66.698]",-10.0
"[83.0, 66.505]",-10.0
